Office Type,Name,State_abbrev,State_num,Congressional_District,Total_Population,Race_White,Race_Black,Race_AmerInd,Race_Asian,Race_PacIsl,Race_Other,Race_TwoOrMore,Agg_Household_Income,Inc_Pov_Ratio_below_50,Inc_Pov_Ratio_50_74,Inc_Pov_Ratio_75_99,Inc_Pov_Ratio_100_124,Inc_Pov_Ratio_125_149,Inc_Pov_Ratio_150_174,Inc_Pov_Ratio_175_184,Inc_Pov_Ratio_185_199,Inc_Pov_Ratio_200_299,Inc_Pov_Ratio_300_399,Inc_Pov_Ratio_400_499,Inc_Pov_Ratio_above_500,Age_18_19,Age_20,Age_21,Age_22_24,Age_25_29,Age_30_34,Age_35_39,Age_40_44,Age_45_49,Age_50_54,Age_55_59,Age_60_61,Age_62_64,Age_65_66,Age_67_69,Age_70_74,Age_75_79,Age_80_84,Age_85_over,lean_magnitude,lean_party,battleground,Emily Endorsed?,Guns Sense Candidate?,Biden Endorsed?,Warren Endorsed? ,Sanders Endorsed?,Our Revolution Endorsed?,Justice Dems Endorsed?,PCCC Endorsed?,Indivisible Endorsed?,WFP Endorsed?,VoteVets Endorsed?,No Labels Support?,Trump Endorsed?,Bannon Endorsed?,Great America Endorsed?,NRA Endorsed?,Right to Life Endorsed?,Susan B. Anthony Endorsed?,Club for Growth Endorsed?,Koch Support?,House Freedom Support?,Tea Party Endorsed?,Main Street Endorsed?,Chamber Endorsed?
Representative,Pennsylvania,PA,42,12,701192,657365,14903,1746,13706,251,4106,9115,18593742200,43985,20474,27407,26791,31683,31233,11275,19718,126423,106320,70053,145875,29372,18817,13332,26103,41410,38894,37008,37856,42537,45612,47296,19865,29799,17776,22632,34215,25712,17183,17042,35.04,R,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Pennsylvania,PA,42,13,692835,647318,20284,729,3812,28,4340,16324,19408160400,34335,23042,23942,26249,27352,33476,14632,22677,124382,109166,74063,155106,17244,9074,7396,23106,40214,38662,38780,38287,46984,48502,51188,21101,29645,18344,27131,34793,28300,17620,17580,44.51,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Representative,Pennsylvania,PA,42,14,684084,641786,21422,380,6459,324,1309,12404,22357037500,29543,17370,20805,21458,24675,25295,9704,18670,114567,100597,85607,194940,15897,7198,7775,22930,39492,37482,39023,37812,43383,48179,53161,22079,33692,18679,27500,36842,26508,18207,18777,27.78,R,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Representative,Pennsylvania,PA,42,15,680927,649327,11851,792,5334,174,2896,10553,17844316700,34598,20812,23402,31918,27455,33796,10773,23643,123344,103981,80126,132357,18117,9415,10060,26277,42256,37637,35812,37892,42312,47357,53733,22289,30127,19346,24868,34024,26910,16861,19090,40.38,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Pennsylvania,PA,42,16,686525,623500,32918,1349,8556,63,4596,15543,19587537500,37948,25292,29151,29566,31682,27327,13603,18872,118661,98517,74992,150595,21417,10345,10331,23106,42271,38703,36938,39512,43015,45419,50384,20924,30982,19366,22054,34496,23672,16072,18398,17.48,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Pennsylvania,PA,42,2,727380,333199,196199,2602,57767,315,109753,27545,15505678800,72413,53918,59080,42203,40802,38846,15631,21913,107093,93198,58696,111348,18391,7955,8446,24596,63251,59451,46984,45752,44317,43594,46535,17772,24678,13909,19069,25165,16314,12392,10784,47.99,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Pennsylvania,PA,42,3,736340,242730,407657,1523,44326,267,11151,28686,23457115500,84257,40627,37946,37217,33370,31753,9298,16295,91864,84476,59020,177773,24667,12443,13010,37194,86848,70372,53241,37088,36481,42288,39820,19269,24080,13964,18874,24510,18988,12078,13481,81.42,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Pennsylvania,PA,42,4,727449,578350,70160,305,47999,299,10186,20150,33610433800,17985,7493,14385,16943,18857,15395,8656,11765,80642,91777,84650,341059,15471,7353,6705,26219,43644,48115,48913,42535,48511,50967,54158,18683,29832,19679,22226,30040,22240,16081,19389,14.76,D,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Pennsylvania,PA,42,5,718076,460206,182343,1967,49895,0,5531,18134,27153721400,35663,18870,22931,24211,18349,32323,14480,17008,100584,86396,65058,257763,21074,10977,9306,28234,49392,49507,47178,41955,45234,45159,51062,17800,26348,13956,20679,28330,19098,15430,17687,25.49,D,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Pennsylvania,PA,42,6,734876,600135,48066,508,32630,0,32478,21059,30943167300,32999,17427,20474,23979,17480,16736,9827,11876,84620,87605,83046,310662,20934,8046,9234,27893,47344,44069,43413,46754,47871,50224,50015,18578,29758,17418,20739,30442,20587,12654,15906,4.72,D,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Pennsylvania,PA,42,7,731168,592545,52692,2117,23923,1022,32316,26553,23484950600,33856,19234,29737,27220,22310,27555,11328,15611,119208,109818,76833,214868,21540,10808,9923,29572,46691,45908,45626,39750,47123,49153,53180,18758,29226,18512,22592,32225,22219,15612,19717,0.52,D,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Pennsylvania,PA,42,8,696956,602185,41398,821,13750,462,19021,19319,19293576900,45786,21406,25830,33134,26724,24994,12302,21719,115981,104144,82686,159412,19848,10141,7702,22223,42732,41745,38216,39222,47443,48742,48813,24380,29280,18187,23266,35467,23443,17524,18422,4.98,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Pennsylvania,PA,42,9,702489,643082,19626,644,8666,137,18873,11461,20578684000,33892,16825,17324,27691,24587,32326,12034,22775,118889,105583,86526,173381,19357,8889,9211,25604,40335,38416,39756,39301,48072,50740,52996,21386,29708,19165,26228,34201,22594,18710,19643,30.54,R,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Rhode Island,RI,44,1,532590,407075,45855,1707,16633,723,42630,17967,17026667000,30757,19855,26493,21591,19757,19765,9320,12965,65221,68742,54981,161609,18977,7778,7558,21192,39185,35635,34295,29364,31813,38706,35842,15608,20054,12855,14986,23011,16879,11912,13064,34.62,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Rhode Island,RI,44,2,524725,445730,24894,2634,19431,160,17113,14763,18183141000,26017,12403,15680,17399,14534,16056,4905,7163,75155,80360,58952,176789,18214,6647,8216,24130,37678,33851,31266,28212,34488,34999,37369,17796,21889,12673,15916,23830,14203,9921,13395,18.12,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,South Carolina,SC,45,1,809610,596258,154046,2094,15292,1334,20133,20453,29800289100,36470,16455,36319,23498,28632,28418,17885,17745,119283,118309,85986,269959,19600,7787,10373,27086,56212,56952,54456,52369,49441,48330,58632,18916,30071,18583,27980,44277,27250,14462,14812,18.95,R,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,South Carolina,SC,45,2,717231,494348,176461,1504,14979,171,13521,16247,21643193300,39226,18105,32171,24928,37454,33340,11971,13442,131853,96220,76635,182583,20433,11091,8748,28653,47217,43830,45668,43421,47545,45190,49969,18596,26648,16238,22680,32341,20492,11686,12653,22.55,R,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,South Carolina,SC,45,3,697467,534791,126928,1989,5646,231,11789,16093,17714989900,47447,31141,29078,30152,36342,34483,17111,21171,120902,103290,73655,132086,23402,11310,11393,27554,40854,37376,40901,42113,45022,44625,49224,18804,26196,18105,25802,32814,24936,17344,11585,39.72,R,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,South Carolina,SC,45,4,736750,536500,135926,5485,19469,1314,18275,19781,21368469100,41548,14155,29819,32959,29139,42294,12384,19467,128891,114813,74666,178829,18924,10352,9974,27905,54469,49409,45667,42790,49180,47668,47531,21476,25398,16171,24196,30451,21363,13275,12169,29.99,R,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Representative,South Carolina,SC,45,5,731341,494957,194577,3419,9808,86,10826,17668,19719135700,41756,22825,35712,38396,40374,35362,14690,21137,121593,103729,74905,167029,22200,7662,9722,24014,45240,41049,45078,49843,50573,49550,50947,19127,25191,17435,25170,32720,22172,14495,11088,20.35,R,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,South Carolina,SC,45,6,659483,256307,361797,2260,7989,772,10462,19896,12683634800,67245,37455,42619,41442,47779,42540,13387,21296,112076,68961,49806,74301,28351,16266,14444,28841,53016,45192,45715,33549,31545,39514,41420,17720,23527,14122,20255,29517,18342,11679,10454,34.41,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,South Carolina,SC,45,7,732245,494545,203864,6921,7786,96,7974,11059,17315492000,60631,35896,39142,38437,37682,40142,12764,24901,130991,106990,61599,126455,21655,7761,7711,24151,42710,40829,39267,42526,43178,45648,51630,22225,34626,22043,34027,48135,28907,15517,12011,20.15,R,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,South Dakota,SD,46,1,882235,740870,19057,78068,15023,51,5782,23384,25579164400,50823,27454,33349,38339,30133,39018,14913,27026,157382,140484,100473,193025,26131,14049,10216,34526,61430,54870,55592,49575,47029,50234,58813,22722,36227,22888,26029,36105,23706,15869,21761,30.6,R,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
Representative,Tennessee,TN,47,1,720358,677690,15508,2400,5702,972,4987,13099,17675010000,48913,28524,38880,42700,41032,39567,11892,27041,137438,101355,65383,117843,18560,9840,9738,22037,44677,36660,41170,44341,50244,50056,48804,20891,33001,20964,26288,39238,27591,18316,15833,57.66,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Tennessee,TN,47,2,753229,669804,46359,2039,11840,0,6770,16417,22002520700,41816,25130,26653,34650,38699,30938,14791,21146,139501,103973,82889,176815,20631,12616,13034,32065,50659,43923,49257,41643,49013,48751,50274,20490,29663,17133,25506,37294,25263,16877,13062,39.72,R,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Representative,Tennessee,TN,47,3,736889,625434,78236,1735,9583,1068,4345,16488,20920677000,41899,30997,31548,36618,34860,31753,15597,24466,130165,108150,81186,148524,19004,9591,7823,27239,47022,44450,43363,45733,48836,48232,52378,19384,33768,19575,24222,37536,26419,15345,14792,36.86,R,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Tennessee,TN,47,4,798482,664963,76824,2861,14313,266,16834,22421,20144683700,50631,28351,34384,38424,41838,40811,16424,28772,142577,122725,81441,154722,22699,12428,12643,31243,59088,48267,50507,50119,54025,52627,53116,21342,27577,17062,20883,33651,20929,15050,10682,42.19,R,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Tennessee,TN,47,5,777696,514933,190935,1173,25828,852,24721,19254,26908267900,45346,30468,40492,34319,31726,25170,17129,26769,113926,111031,80892,197593,20985,8056,8875,35842,79497,71560,62535,44269,47189,45630,50733,16899,24582,14409,20276,24002,17019,10468,10924,12.68,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Tennessee,TN,47,6,784725,707579,36384,1507,7195,593,11154,20313,22661051200,39893,21801,31723,31664,46647,38143,17451,22253,139136,112150,82687,186981,20386,8388,9487,26780,48988,44603,48227,48907,52863,52959,53284,21695,31930,20044,26008,36615,26704,16569,12916,49.79,R,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Representative,Tennessee,TN,47,7,786523,656918,81711,4170,16825,1669,6718,18512,24139163000,35921,26997,29413,31316,38402,34646,14135,26321,127420,108023,74336,218395,21679,9027,8681,28425,50851,49989,51058,53432,53837,49594,50133,19301,28695,15388,24240,29394,21136,15610,10557,41.12,R,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Representative,Tennessee,TN,47,8,699385,530025,132504,2134,15446,0,5288,13988,21560216600,41536,25349,25509,27827,33258,31303,12298,17321,115854,95628,69851,184562,20429,7684,8627,22705,39611,39356,40798,44319,45362,47988,47447,19388,30953,17194,26112,31284,20744,14731,14369,38.79,R,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Tennessee,TN,47,9,712723,188242,479340,1117,12314,74,20336,11300,15205194600,87945,51019,49878,43190,32698,45783,11650,20910,109216,83037,53997,108247,18093,10597,8169,35706,63786,51796,46481,40279,44314,42441,38962,19925,26229,12766,18594,22882,16958,7046,10327,53.64,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Texas,TX,48,1,725555,562287,125469,3590,9682,874,9216,14437,17718144900,53272,26059,32919,38135,41404,40028,13180,22436,116363,108877,63842,142846,26506,10595,10975,29651,45525,44238,43234,44126,41662,41207,44989,19232,25507,16594,22122,31129,22046,15176,13206,51.65,R,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Texas,TX,48,10,896798,635232,96895,6400,56253,255,71815,29948,32457754400,33873,23336,30606,34204,23465,34848,14924,22659,116392,122296,96539,330704,25282,9975,9898,29925,63222,69028,63676,66453,62428,53513,50916,24618,26916,20485,18487,31306,20061,12182,12912,18.51,R,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Texas,TX,48,11,782337,676504,32729,6674,9738,298,39328,17066,23570560100,37537,25139,32305,33108,37657,36968,11747,20705,141180,106039,82403,196305,22555,11002,10695,32344,58889,53351,51123,40556,42375,43007,46635,19577,27856,14366,24492,32403,22151,16452,13223,64.68,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Texas,TX,48,12,812102,643801,69789,5536,32593,1222,34625,24536,27350846300,37440,16990,30224,27265,28675,33918,16563,20985,126927,113043,91121,254235,21106,12928,8467,32401,62881,59226,58020,47043,55742,53390,53540,19136,26568,15990,18797,27665,17377,11329,13987,37.51,R,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Texas,TX,48,13,711672,606114,41595,5395,16293,861,23173,18241,17800554900,40059,26960,29462,35902,35647,31675,13375,21768,122350,105681,72010,140954,23433,9877,9077,28405,46561,46916,48120,40135,42306,40838,47703,17349,25300,14639,19929,26902,20357,14007,12974,68.25,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Texas,TX,48,14,763380,541303,149184,2489,23569,1184,24467,21184,22937218700,49135,23675,26949,31993,31496,37452,13202,17603,103188,104931,81386,207371,19560,9600,9244,27290,52627,55265,54919,47601,48031,46555,55040,19562,26355,15295,20630,29146,17931,11492,11692,25.48,R,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Texas,TX,48,15,795511,682610,17538,1876,9974,9,69565,13939,14628315500,85407,50415,62823,54705,52521,40827,13352,24345,129150,87324,61513,116890,30673,11475,13477,33097,60100,50784,49919,53863,45853,43680,41369,13748,20301,11227,17099,21372,14506,13624,8113,10.75,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Texas,TX,48,16,733764,574519,25247,2619,10354,1246,95537,24242,15306257200,52430,48989,45104,48988,49298,47572,15018,32264,120501,91599,45877,118811,21818,13301,13429,35154,60927,52027,46240,44154,42752,40467,37911,14748,22496,12302,17091,21542,17802,11095,11872,31.35,D,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Texas,TX,48,17,793513,615999,102109,3110,42096,373,11538,18288,20383311900,70789,29703,32904,48580,34351,41226,14020,20041,132070,98354,68176,169530,32774,21397,17942,47017,65752,55442,53113,46988,43721,43735,43768,13742,23344,14637,20102,25659,17167,11376,9395,24.91,R,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Texas,TX,48,18,801885,388019,288465,3717,31511,1622,72098,16453,19630388300,77236,41803,49489,48585,49250,51176,15697,22975,136931,96320,55854,132919,25038,11007,12660,31537,72150,74526,59141,51781,49829,44353,44890,18015,22367,13265,14205,21072,13645,8067,6268,49.75,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Texas,TX,48,19,731759,601004,45575,6035,13229,580,43292,22044,17594481800,51763,33589,33398,37697,41299,30654,16951,24759,126170,98398,61948,136150,30140,14409,14607,41328,50210,48692,49494,42179,37872,38264,41410,17002,22599,14963,17959,21870,19378,13732,12454,54.55,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Texas,TX,48,2,803041,530501,104364,3093,61941,288,85581,17273,31718998700,41787,26754,33357,27421,31483,27962,12907,21114,109486,94048,79361,286315,20787,7285,6454,27106,66213,66876,64415,53991,53808,48805,43929,18580,25707,16418,17466,26550,17721,9001,8613,20.98,R,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Representative,Texas,TX,48,21,818281,695090,32770,2881,29039,732,27933,29836,34233280000,45062,19241,25033,28263,25653,29547,11326,14815,101439,110619,78785,311984,25243,14029,14306,33626,66378,65492,56347,50927,48539,47972,55092,22993,29797,16580,26569,35550,22695,14108,15849,19.65,R,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0
Representative,Texas,TX,48,22,935386,557965,136922,2278,181244,107,33809,23061,35048330200,33830,19305,26183,22231,22826,31786,10609,17411,128976,127023,111194,377143,22416,9233,10647,30414,56693,61131,74632,69200,70389,61273,55865,19124,31472,17334,21040,29042,16116,11917,8944,19.41,R,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Texas,TX,48,23,794879,667536,30583,4834,19335,788,56224,15579,18244489400,43123,41741,46624,40828,49358,33305,17938,25467,133457,115866,74865,151508,25003,10215,11278,27089,59770,53136,53661,49538,50381,47715,42899,18246,24070,14403,20313,30224,16934,14095,9894,4.28,R,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Texas,TX,48,24,817147,512935,110412,3351,117466,1797,47511,23675,34427422100,24523,15500,22227,32689,32794,24773,16162,16500,120564,100554,88416,317182,15944,9591,6818,34181,71531,68617,64116,58737,55403,55264,49238,20855,26135,13102,17662,23496,16390,11531,9516,17.28,R,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Texas,TX,48,25,786976,637401,69290,3302,28624,306,22396,25657,30204448600,35220,20617,21191,26473,26458,31682,12065,16241,117563,107215,69182,266360,23826,13594,10219,26280,53377,49992,57451,56112,51419,48948,50486,17573,24547,16557,23022,31810,20064,13611,10595,22.98,R,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Texas,TX,48,26,894192,681208,78576,7743,68168,590,21757,36150,35309772700,33299,8396,16263,20154,21577,25042,7940,16615,102304,130861,115440,384363,25181,12712,11208,32469,59628,66405,70191,64376,69001,58040,56687,18808,25642,12321,18036,27134,15106,9338,8275,35.65,R,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Texas,TX,48,27,739719,632962,41344,2329,11994,648,35602,14840,19091672700,47057,34197,33139,33983,41988,41453,11438,24554,122735,101428,75923,156626,22537,9312,9153,26333,48259,49705,49284,43906,41751,42581,47601,18400,27404,17997,24827,27589,21186,13724,13632,28.85,R,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Representative,Texas,TX,48,29,765435,558932,70548,4281,13968,645,107513,9548,13399065300,73364,52265,49929,55687,53609,47034,23214,32383,159947,85296,53168,76578,23188,12220,11452,35917,61351,54297,55283,50667,48807,45031,40083,14094,20186,12413,14141,16004,9396,7865,4622,35.75,D,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Texas,TX,48,3,899784,604718,90453,4334,151334,154,22972,25819,39012854300,31631,13685,16601,22696,23509,20127,8458,15628,108978,100715,106938,424078,21097,10832,9830,32351,54637,60040,66831,75680,74220,60722,56141,17570,27595,13378,22728,27769,17672,9680,10181,25.18,R,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Representative,Texas,TX,48,31,883347,658842,109176,2772,47493,2160,20875,42029,27009403900,34028,17914,26424,34996,32138,34030,18898,19646,134647,123421,99515,290953,23869,10274,13908,32749,65374,64669,71933,61033,60547,51810,49406,16438,26276,14451,20446,30936,17784,12388,10376,21.25,R,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Texas,TX,48,32,769852,519270,102562,6032,72675,277,46780,22256,34518029200,36564,13930,23415,27007,22680,37454,9972,26082,113445,96481,79096,277513,18825,9399,9054,35384,71772,62028,54126,48386,47222,48829,53890,20093,24338,14768,17271,24868,17041,11534,10419,9.58,R,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Texas,TX,48,33,777745,461990,122972,4995,17897,701,152322,16868,12812803500,59233,47726,57519,59440,60571,66177,23293,36099,160364,96735,46795,57413,26507,9821,13560,36167,60041,58137,53170,50916,47940,44665,37003,15507,18495,11705,14589,18422,11614,6265,6045,42.09,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Texas,TX,48,34,727688,671012,7703,1723,5342,166,34347,7395,12136026700,77738,48035,61329,51291,49978,48879,20728,23983,116704,80471,51436,79722,25449,13367,12097,28508,43456,40642,47193,45627,45354,38759,37866,13829,20337,10873,18809,26043,18500,14177,13582,16.15,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Texas,TX,48,35,818369,604156,70848,7018,14993,157,96876,24321,17803756100,71068,35166,52557,50339,43038,47699,18658,29097,146390,107142,76292,123777,22899,13459,15126,41631,77160,74263,64182,51379,55750,44303,41479,17495,23355,13530,18161,21137,13765,7545,9166,26.19,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Texas,TX,48,36,754178,619921,75145,4826,15512,197,18632,19945,20699136200,51848,19594,28972,35229,36715,27889,9434,22448,119579,107920,88094,184914,20983,10476,10512,30858,46291,47470,44519,48864,47527,48856,48928,19112,26748,16039,19571,32428,20041,12506,10797,52.71,R,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Texas,TX,48,4,759648,613711,84201,5608,9424,56,26424,20224,20569084700,41365,27010,27335,28804,32040,43975,18559,23700,127523,110137,79044,181627,19945,9546,10321,23431,42351,45034,46911,52990,47139,48463,52034,19844,27699,16782,24306,34939,23632,15308,11951,57.81,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Texas,TX,48,5,749808,564747,118355,3988,13423,471,30494,18330,18979506300,43817,29845,32671,45192,39252,47706,19180,21697,128754,105907,64133,145133,19218,8676,7840,27479,50851,52151,54495,50188,47251,44370,41212,17781,27182,14975,18974,25904,19065,12581,12340,34.65,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0
Representative,Texas,TX,48,6,804816,516702,173170,5190,40475,785,35065,33429,24816098400,35325,16257,22755,38346,35607,26014,14627,23735,134495,121225,86164,242067,23551,12420,11135,30192,58332,54502,59414,55165,53631,51881,51057,18008,23897,14088,19595,24145,15547,10527,9843,19.58,R,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
Representative,Texas,TX,48,7,775198,484785,118712,4713,88329,452,53747,24460,33369539600,46466,18402,28085,32602,32671,36019,11018,13260,114191,92101,79034,268890,15969,7200,8368,34871,61829,59907,62738,54624,50474,49256,45703,17676,25661,13944,17170,20956,12853,7988,11714,11.85,R,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Texas,TX,48,8,871420,726274,71309,2727,27241,367,22294,21208,30410666200,45633,17590,29755,34175,35638,27959,15558,18223,118615,113523,86208,296095,22111,12278,11142,29217,54240,57519,62344,59244,58081,55088,59012,22879,27884,18335,26836,29374,20693,14839,10437,56.65,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Utah,UT,49,1,776910,702001,10269,8207,11260,2742,18326,24105,21204082300,32685,12674,21306,24114,33909,31062,16048,19872,155889,139340,98959,181432,23134,11916,14710,36479,56009,49885,56606,51652,43595,36359,40963,15290,22640,14463,17066,20225,12608,10213,8227,40.52,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Utah,UT,49,2,779772,644977,9845,9239,18207,8365,64551,24588,22022454900,40473,19503,22785,33572,31739,38175,16506,23004,147002,128019,84173,179299,25157,12913,12658,34394,63020,55995,56304,50054,40167,36492,38055,17994,23739,13770,21388,25800,17770,14555,10977,25.58,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Utah,UT,49,3,773622,692923,7338,10730,15232,8159,15397,23843,23622068600,30500,20232,23546,26984,24198,35461,18140,19977,142019,110474,89811,217198,28207,12502,17203,58704,58702,44631,49882,44087,41636,35436,36173,12220,21333,11099,15948,23393,15503,10489,8610,38.85,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Representative,Utah,UT,49,4,830801,668294,12913,6502,31199,10096,73182,28615,24146709500,27372,12531,17166,27755,27869,31339,14689,25501,152815,164530,107190,212107,20100,8200,11788,29307,68118,66984,64420,64948,47774,37572,37234,14215,20421,11917,15035,22102,13273,9417,7449,20.12,R,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
